Id,Label,node,node_group,node_area,node_gender,node_level,node_group_color,node_area_color,node_gender_color,node_level_color,node_size,node_size_norm,node_position
1467,Matrícula - 1467,1467,circle6,People,Feminino,Especialista,#1773B7,#0CF2DE,#13B40D,#E5F393,124,67,[0.1456518  0.07664708]
1468,Matrícula - 1468,1468,circle8,People,Masculino,Analista,#B34D94,#0CF2DE,#D38644,#9C4048,31,24,[-0.23469415  0.07558758]
1469,Matrícula - 1469,1469,circle2,People,Não informado,Especialista,#03B790,#0CF2DE,#B15009,#E5F393,57,36,[ 0.00542853 -0.1685032 ]
1470,Matrícula - 1470,1470,circle6,People,Masculino,Liderança,#1773B7,#0CF2DE,#D38644,#76042C,71,42,[0.20199819 0.06096888]
1471,Matrícula - 1471,1471,circle6,People,Feminino,Especialista,#1773B7,#0CF2DE,#13B40D,#E5F393,169,88,[0.19587205 0.09752961]
1472,Matrícula - 1472,1472,no_circle,People,Feminino,Liderança,#FC18FE,#0CF2DE,#13B40D,#76042C,90,51,[-0.01701152 -0.19051567]
1473,Matrícula - 1473,1473,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,54,34,[ 0.04232705 -0.09737886]
1474,Matrícula - 1474,1474,no_circle,People,Masculino,Executivo,#FC18FE,#0CF2DE,#D38644,#CCDD50,4,11,[-0.29248661 -0.10150281]
1475,Matrícula - 1475,1475,no_circle,People,Masculino,Liderança,#FC18FE,#0CF2DE,#D38644,#76042C,72,43,[-0.12530237 -0.0763548 ]
1476,Matrícula - 1476,1476,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,5,11,[0.15300255 0.26535434]
1477,Matrícula - 1477,1477,circle6,Marketing,Feminino,Executivo,#1773B7,#AEEED4,#13B40D,#CCDD50,9,13,[0.31211707 0.04635555]
1478,Matrícula - 1478,1478,no_circle,People,Feminino,Especialista,#FC18FE,#0CF2DE,#13B40D,#E5F393,17,17,[ 0.28940254 -0.20827122]
1479,Matrícula - 1479,1479,no_circle,People,Masculino,Especialista,#FC18FE,#0CF2DE,#D38644,#E5F393,84,48,[-0.15729894 -0.05646659]
1480,Matrícula - 1480,1480,circle6,People,Feminino,Liderança,#1773B7,#0CF2DE,#13B40D,#76042C,93,53,[0.20162675 0.11245178]
1481,Matrícula - 1481,1481,no_circle,People,Não informado,Liderança,#FC18FE,#0CF2DE,#B15009,#76042C,17,17,[-0.1226256  -0.17004684]
1482,Matrícula - 1482,1482,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,49,32,[ 0.00422113 -0.21775138]
1483,Matrícula - 1483,1483,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,96,54,[0.19060732 0.10038996]
1484,Matrícula - 1484,1484,circle6,People,Feminino,Analista,#1773B7,#0CF2DE,#13B40D,#9C4048,22,19,[0.26230291 0.10182343]
1485,Matrícula - 1485,1485,circle6,People,Não informado,Analista,#1773B7,#0CF2DE,#B15009,#9C4048,47,31,[0.18613721 0.11860444]
1486,Matrícula - 1486,1486,no_circle,Finance,Não informado,Analista,#FC18FE,#8567C5,#B15009,#9C4048,5,11,[ 0.20661992 -0.22833057]
1487,Matrícula - 1487,1487,circle3,People,Não informado,Analista,#96E6BF,#0CF2DE,#B15009,#9C4048,63,39,[ 0.16706255 -0.08014166]
1488,Matrícula - 1488,1488,no_circle,People,Feminino,Executivo,#FC18FE,#0CF2DE,#13B40D,#CCDD50,135,72,[0.1990135  0.09386718]
1489,Matrícula - 1489,1489,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,22,19,[-0.16922782 -0.13670798]
1490,Matrícula - 1490,1490,no_circle,People,Feminino,Especialista,#FC18FE,#0CF2DE,#13B40D,#E5F393,9,13,[ 0.29215667 -0.07833002]
1491,Matrícula - 1491,1491,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,125,68,[0.18571512 0.06641144]
1492,Matrícula - 1492,1492,no_circle,People,Feminino,Liderança,#FC18FE,#0CF2DE,#13B40D,#76042C,13,15,[ 0.08596213 -0.12609699]
1493,Matrícula - 1493,1493,no_circle,People,Não informado,Especialista,#FC18FE,#0CF2DE,#B15009,#E5F393,26,21,[-0.25353491  0.05982112]
1494,Matrícula - 1494,1494,circle6,People,Feminino,Especialista,#1773B7,#0CF2DE,#13B40D,#E5F393,26,21,[ 0.02907449 -0.29071203]
1495,Matrícula - 1495,1495,no_circle,People,Não informado,Liderança,#FC18FE,#0CF2DE,#B15009,#76042C,67,40,[-0.14546959 -0.08595375]
1496,Matrícula - 1496,1496,no_circle,People,Feminino,Especialista,#FC18FE,#0CF2DE,#13B40D,#E5F393,48,32,[ 0.02614058 -0.18484765]
1497,Matrícula - 1497,1497,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,29,23,[ 0.23160692 -0.06476117]
1498,Matrícula - 1498,1498,no_circle,People,Masculino,Liderança,#FC18FE,#0CF2DE,#D38644,#76042C,6,12,[0.27806696 0.1786775 ]
1499,Matrícula - 1499,1499,no_circle,Marketing,Feminino,Analista,#FC18FE,#AEEED4,#13B40D,#9C4048,12,15,[0.28497729 0.261282  ]
1500,Matrícula - 1500,1500,no_circle,People,Feminino,Executivo,#FC18FE,#0CF2DE,#13B40D,#CCDD50,29,23,[-0.08484096 -0.16123572]
1501,Matrícula - 1501,1501,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,18,17,[0.26894343 0.16760513]
1502,Matrícula - 1502,1502,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,70,42,[-0.12538859 -0.09288963]
1503,Matrícula - 1503,1503,no_circle,People,Masculino,Especialista,#FC18FE,#0CF2DE,#D38644,#E5F393,28,22,[-0.12039181 -0.13628429]
1504,Matrícula - 1504,1504,circle2,People,Não informado,Analista,#03B790,#0CF2DE,#B15009,#9C4048,58,36,[-0.04204671 -0.18080473]
1505,Matrícula - 1505,1505,circle8,Marketing,Feminino,Especialista,#B34D94,#AEEED4,#13B40D,#E5F393,59,37,[0.12189072 0.11036742]
1506,Matrícula - 1506,1506,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,8,13,[ 0.33212164 -0.04521475]
1507,Matrícula - 1507,1507,no_circle,People,Feminino,Liderança,#FC18FE,#0CF2DE,#13B40D,#76042C,37,26,[ 0.01426053 -0.21793601]
1508,Matrícula - 1508,1508,no_circle,People,Masculino,Especialista,#FC18FE,#0CF2DE,#D38644,#E5F393,33,25,[-0.10874237 -0.05839758]
1509,Matrícula - 1509,1509,circle6,People,Feminino,Analista,#1773B7,#0CF2DE,#13B40D,#9C4048,131,71,[0.18662497 0.07950787]
1510,Matrícula - 1510,1510,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,4,11,[ 0.15704815 -0.28666028]
1511,Matrícula - 1511,1511,no_circle,People,Feminino,Especialista,#FC18FE,#0CF2DE,#13B40D,#E5F393,30,23,[ 0.06583311 -0.23040748]
1512,Matrícula - 1512,1512,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,34,25,[ 0.20747331 -0.11902209]
1513,Matrícula - 1513,1513,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,52,33,[0.21721275 0.113533  ]
1514,Matrícula - 1514,1514,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,35,25,[ 0.1793956  -0.13727462]
1515,Matrícula - 1515,1515,circle5,People,Masculino,Analista,#D9DFF6,#0CF2DE,#D38644,#9C4048,69,41,[-0.13473637 -0.0912483 ]
1516,Matrícula - 1516,1516,circle6,People,Feminino,Especialista,#1773B7,#0CF2DE,#13B40D,#E5F393,159,84,[0.17523687 0.10570842]
1517,Matrícula - 1517,1517,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,36,26,[0.22177362 0.11408358]
1518,Matrícula - 1518,1518,no_circle,People,Masculino,Especialista,#FC18FE,#0CF2DE,#D38644,#E5F393,14,16,[ 0.20752056 -0.13032487]
1519,Matrícula - 1519,1519,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,33,25,[0.24909069 0.06173325]
1520,Matrícula - 1520,1520,circle6,People,Feminino,Liderança,#1773B7,#0CF2DE,#13B40D,#76042C,117,64,[0.1859231  0.07384527]
1521,Matrícula - 1521,1521,circle6,People,Feminino,Executivo,#1773B7,#0CF2DE,#13B40D,#CCDD50,6,12,[0.15679346 0.14275286]
1522,Matrícula - 1522,1522,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,156,82,[0.17764179 0.08556306]
1523,Matrícula - 1523,1523,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,69,41,[0.18710704 0.05038723]
1524,Matrícula - 1524,1524,circle6,People,Feminino,Especialista,#1773B7,#0CF2DE,#13B40D,#E5F393,41,28,[0.23849687 0.10834501]
1525,Matrícula - 1525,1525,no_circle,People,Não informado,Analista,#FC18FE,#0CF2DE,#B15009,#9C4048,57,36,[ 0.00503691 -0.15025999]
1526,Matrícula - 1526,1526,no_circle,People,Feminino,Liderança,#FC18FE,#0CF2DE,#13B40D,#76042C,22,19,[ 0.15912537 -0.14144471]
1527,Matrícula - 1527,1527,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,12,15,[0.24812974 0.155706  ]
1528,Matrícula - 1528,1528,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,70,42,[0.20074868 0.05003815]
1529,Matrícula - 1529,1529,no_circle,People,Masculino,Especialista,#FC18FE,#0CF2DE,#D38644,#E5F393,42,29,[ 0.03850893 -0.15493879]
1530,Matrícula - 1530,1530,no_circle,People,Feminino,Especialista,#FC18FE,#0CF2DE,#13B40D,#E5F393,105,58,[0.2213181  0.10100721]
1531,Matrícula - 1531,1531,circle2,People,Masculino,Analista,#03B790,#0CF2DE,#D38644,#9C4048,22,19,[ 0.11905318 -0.15290448]
1532,Matrícula - 1532,1532,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,39,27,[0.20761035 0.12750694]
1533,Matrícula - 1533,1533,circle8,People,Masculino,Analista,#B34D94,#0CF2DE,#D38644,#9C4048,35,25,[-0.19511169  0.07063377]
1534,Matrícula - 1534,1534,circle8,Marketing,Masculino,Analista,#B34D94,#AEEED4,#D38644,#9C4048,33,25,[0.09410948 0.10595872]
1535,Matrícula - 1535,1535,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,64,39,[0.21821184 0.06380028]
1536,Matrícula - 1536,1536,no_circle,People,Feminino,Liderança,#FC18FE,#0CF2DE,#13B40D,#76042C,82,48,[ 0.03203494 -0.13388681]
1537,Matrícula - 1537,1537,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,19,18,[ 0.20881808 -0.05518305]
1538,Matrícula - 1538,1538,no_circle,People,Feminino,Liderança,#FC18FE,#0CF2DE,#13B40D,#76042C,72,43,[0.18369228 0.11792406]
1539,Matrícula - 1539,1539,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,79,46,[0.15845716 0.04371008]
1540,Matrícula - 1540,1540,circle6,People,Feminino,Analista,#1773B7,#0CF2DE,#13B40D,#9C4048,69,41,[0.1498339  0.00672418]
1541,Matrícula - 1541,1541,no_circle,People,Feminino,Executivo,#FC18FE,#0CF2DE,#13B40D,#CCDD50,33,25,[ 0.00156349 -0.21136926]
1542,Matrícula - 1542,1542,circle2,People,Masculino,Analista,#03B790,#0CF2DE,#D38644,#9C4048,55,35,[0.22025992 0.10164111]
1543,Matrícula - 1543,1543,no_circle,People,Masculino,Especialista,#FC18FE,#0CF2DE,#D38644,#E5F393,33,25,[ 0.1999796  -0.12926596]
1544,Matrícula - 1544,1544,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,15,16,[0.29424486 0.10798442]
1545,Matrícula - 1545,1545,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,43,29,[ 0.17061754 -0.10284615]
1546,Matrícula - 1546,1546,no_circle,Marketing,Não informado,Liderança,#FC18FE,#AEEED4,#B15009,#76042C,3,10,[0.29208553 0.28488213]
1547,Matrícula - 1547,1547,circle6,People,Não informado,Especialista,#1773B7,#0CF2DE,#B15009,#E5F393,122,66,[0.176183  0.1065276]
1548,Matrícula - 1548,1548,circle8,People,Não informado,Especialista,#B34D94,#0CF2DE,#B15009,#E5F393,38,27,[-0.17874607  0.08411381]
1549,Matrícula - 1549,1549,circle3,People,Feminino,Analista,#96E6BF,#0CF2DE,#13B40D,#9C4048,49,32,[ 0.11090474 -0.15975495]
1550,Matrícula - 1550,1550,no_circle,People,Masculino,Especialista,#FC18FE,#0CF2DE,#D38644,#E5F393,38,27,[-0.20958853 -0.07817889]
1551,Matrícula - 1551,1551,circle6,People,Não informado,Executivo,#1773B7,#0CF2DE,#B15009,#CCDD50,171,89,[0.19837116 0.08671334]
1552,Matrícula - 1552,1552,no_circle,Marketing,Feminino,Analista,#FC18FE,#AEEED4,#13B40D,#9C4048,7,12,[0.31091097 0.17085326]
1553,Matrícula - 1553,1553,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,37,26,[ 0.09403152 -0.07667191]
1554,Matrícula - 1554,1554,circle6,People,Feminino,Executivo,#1773B7,#0CF2DE,#13B40D,#CCDD50,160,84,[0.19131589 0.07960676]
1555,Matrícula - 1555,1555,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,35,25,[ 0.06411515 -0.19799374]
1556,Matrícula - 1556,1556,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,25,21,[0.14577185 0.11971471]
1557,Matrícula - 1557,1557,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,151,80,[0.19018906 0.07249448]
1558,Matrícula - 1558,1558,circle6,People,Não informado,Analista,#1773B7,#0CF2DE,#B15009,#9C4048,2,10,[ 0.37302467 -0.20078991]
1559,Matrícula - 1559,1559,circle6,People,Feminino,Analista,#1773B7,#0CF2DE,#13B40D,#9C4048,186,96,[0.19034508 0.08628292]
1560,Matrícula - 1560,1560,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,1,10,[ 0.43504196 -0.17812587]
1561,Matrícula - 1561,1561,circle6,Marketing,Feminino,Especialista,#1773B7,#AEEED4,#13B40D,#E5F393,25,21,[ 0.16640091 -0.03126147]
1562,Matrícula - 1562,1562,circle7,Marketing,Feminino,Analista,#5F5177,#AEEED4,#13B40D,#9C4048,10,14,[0.2594569  0.20335096]
1563,Matrícula - 1563,1563,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,112,62,[0.184314   0.07681186]
1564,Matrícula - 1564,1564,circle6,People,Feminino,Especialista,#1773B7,#0CF2DE,#13B40D,#E5F393,16,17,[0.32935965 0.0498623 ]
1565,Matrícula - 1565,1565,no_circle,People,Feminino,Especialista,#FC18FE,#0CF2DE,#13B40D,#E5F393,44,30,[ 0.19376664 -0.15117276]
1566,Matrícula - 1566,1566,no_circle,People,Masculino,Especialista,#FC18FE,#0CF2DE,#D38644,#E5F393,20,18,[ 0.2492843  -0.13374643]
1567,Matrícula - 1567,1567,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,33,25,[ 0.09138013 -0.22120446]
1568,Matrícula - 1568,1568,circle8,People,Masculino,Analista,#B34D94,#0CF2DE,#D38644,#9C4048,29,23,[-0.23755035  0.06847354]
1569,Matrícula - 1569,1569,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,48,32,[-0.03116927 -0.11483819]
1570,Matrícula - 1570,1570,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,124,67,[0.19827096 0.06834976]
1571,Matrícula - 1571,1571,no_circle,People,Feminino,Executivo,#FC18FE,#0CF2DE,#13B40D,#CCDD50,60,37,[0.21019179 0.11738499]
1572,Matrícula - 1572,1572,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,43,29,[0.21888806 0.10211922]
1573,Matrícula - 1573,1573,no_circle,People,Masculino,Especialista,#FC18FE,#0CF2DE,#D38644,#E5F393,89,51,[-0.16106728 -0.05992461]
1574,Matrícula - 1574,1574,circle3,People,Feminino,Liderança,#96E6BF,#0CF2DE,#13B40D,#76042C,67,40,[ 0.18266292 -0.12353332]
1575,Matrícula - 1575,1575,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,20,18,[ 0.06823575 -0.13307261]
1576,Matrícula - 1576,1576,no_circle,People,Não informado,Especialista,#FC18FE,#0CF2DE,#B15009,#E5F393,66,40,[-0.18515007 -0.05821257]
1577,Matrícula - 1577,1577,circle38,Vendas,Feminino,Analista,#30A79A,#F3405D,#13B40D,#9C4048,170,89,[0.05104009 0.17521669]
1578,Matrícula - 1578,1578,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,36,26,[-0.18338031 -0.06741311]
1579,Matrícula - 1579,1579,circle6,People,Masculino,Liderança,#1773B7,#0CF2DE,#D38644,#76042C,5,11,[-0.08870161 -0.23284036]
1580,Matrícula - 1580,1580,circle6,People,Não informado,Analista,#1773B7,#0CF2DE,#B15009,#9C4048,83,48,[0.20233016 0.09574576]
1581,Matrícula - 1581,1581,no_circle,People,Não informado,Liderança,#FC18FE,#0CF2DE,#B15009,#76042C,1,10,[0.35172233 0.2693063 ]
1582,Matrícula - 1582,1582,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,41,28,[-0.13067569 -0.1036479 ]
1583,Matrícula - 1583,1583,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,97,55,[-0.19151762 -0.06541273]
1584,Matrícula - 1584,1584,circle6,People,Feminino,Analista,#1773B7,#0CF2DE,#13B40D,#9C4048,211,108,[0.14853507 0.05739788]
1585,Matrícula - 1585,1585,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,20,18,[0.28420097 0.04514738]
1586,Matrícula - 1586,1586,no_circle,People,Feminino,Executivo,#FC18FE,#0CF2DE,#13B40D,#CCDD50,3,10,[ 0.47268149 -0.02236484]
1587,Matrícula - 1587,1587,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,53,34,[-0.19552846 -0.0736953 ]
1588,Matrícula - 1588,1588,circle6,People,Feminino,Liderança,#1773B7,#0CF2DE,#13B40D,#76042C,23,20,[ 0.0789801  -0.25155789]
1589,Matrícula - 1589,1589,circle6,People,Feminino,Analista,#1773B7,#0CF2DE,#13B40D,#9C4048,205,105,[0.19958164 0.08234147]
1590,Matrícula - 1590,1590,no_circle,People,Não informado,Liderança,#FC18FE,#0CF2DE,#B15009,#76042C,88,50,[0.20643145 0.09757336]
1591,Matrícula - 1591,1591,circle5,People,Masculino,Analista,#D9DFF6,#0CF2DE,#D38644,#9C4048,95,54,[-0.1463602  -0.07728049]
1592,Matrícula - 1592,1592,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,25,21,[-0.22082338 -0.06414859]
1593,Matrícula - 1593,1593,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,32,24,[ 0.00645415 -0.11970155]
1594,Matrícula - 1594,1594,circle6,People,Feminino,Executivo,#1773B7,#0CF2DE,#13B40D,#CCDD50,16,17,[0.27355924 0.14803655]
1595,Matrícula - 1595,1595,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,39,27,[-0.09943313 -0.06239576]
1596,Matrícula - 1596,1596,no_circle,People,Masculino,Liderança,#FC18FE,#0CF2DE,#D38644,#76042C,77,45,[-0.17121604 -0.06819902]
1597,Matrícula - 1597,1597,circle6,People,Feminino,Executivo,#1773B7,#0CF2DE,#13B40D,#CCDD50,112,62,[0.18274032 0.06175506]
1598,Matrícula - 1598,1598,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,136,73,[0.17305142 0.08963334]
1599,Matrícula - 1599,1599,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,11,14,[ 0.33339196 -0.09628341]
1600,Matrícula - 1600,1600,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,117,64,[0.17362075 0.07114796]
1601,Matrícula - 1601,1601,circle8,People,Masculino,Especialista,#B34D94,#0CF2DE,#D38644,#E5F393,32,24,[-0.22281317  0.06769931]
1602,Matrícula - 1602,1602,no_circle,People,Masculino,Liderança,#FC18FE,#0CF2DE,#D38644,#76042C,12,15,[ 0.22945875 -0.21031179]
1603,Matrícula - 1603,1603,circle6,People,Feminino,Liderança,#1773B7,#0CF2DE,#13B40D,#76042C,145,77,[0.18945146 0.0707286 ]
1604,Matrícula - 1604,1604,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,148,78,[0.18178518 0.05241414]
1605,Matrícula - 1605,1605,no_circle,People,Feminino,Especialista,#FC18FE,#0CF2DE,#13B40D,#E5F393,90,51,[0.19925471 0.1041241 ]
1606,Matrícula - 1606,1606,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,31,24,[ 0.21789686 -0.14622772]
1607,Matrícula - 1607,1607,circle4,Marketing,Feminino,Especialista,#859786,#AEEED4,#13B40D,#E5F393,5,11,[0.28668627 0.17080402]
1608,Matrícula - 1608,1608,circle6,People,Feminino,Analista,#1773B7,#0CF2DE,#13B40D,#9C4048,117,64,[0.20148213 0.09516492]
1609,Matrícula - 1609,1609,no_circle,People,Feminino,Liderança,#FC18FE,#0CF2DE,#13B40D,#76042C,92,52,[0.20385385 0.06443989]
1610,Matrícula - 1610,1610,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,179,93,[0.18946537 0.09742722]
1611,Matrícula - 1611,1611,no_circle,People,Masculino,Especialista,#FC18FE,#0CF2DE,#D38644,#E5F393,72,43,[-0.13926278 -0.05582244]
1612,Matrícula - 1612,1612,circle6,People,Masculino,Liderança,#1773B7,#0CF2DE,#D38644,#76042C,190,98,[0.18574408 0.0956995 ]
1613,Matrícula - 1613,1613,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,182,94,[0.18927976 0.08377768]
1614,Matrícula - 1614,1614,circle6,People,Feminino,Liderança,#1773B7,#0CF2DE,#13B40D,#76042C,71,42,[0.19463824 0.11308712]
1615,Matrícula - 1615,1615,no_circle,People,Masculino,Especialista,#FC18FE,#0CF2DE,#D38644,#E5F393,24,20,[ 0.00214247 -0.25848621]
1616,Matrícula - 1616,1616,circle3,People,Masculino,Analista,#96E6BF,#0CF2DE,#D38644,#9C4048,50,32,[ 0.221053   -0.10499213]
1617,Matrícula - 1617,1617,circle6,People,Feminino,Especialista,#1773B7,#0CF2DE,#13B40D,#E5F393,117,64,[0.1839999  0.11097731]
1618,Matrícula - 1618,1618,circle7,People,Feminino,Analista,#5F5177,#0CF2DE,#13B40D,#9C4048,24,20,[0.21871078 0.0694153 ]
1619,Matrícula - 1619,1619,circle6,People,Feminino,Analista,#1773B7,#0CF2DE,#13B40D,#9C4048,114,63,[0.19192874 0.10078147]
1620,Matrícula - 1620,1620,circle6,People,Não informado,Analista,#1773B7,#0CF2DE,#B15009,#9C4048,128,69,[0.15644725 0.01663235]
1621,Matrícula - 1621,1621,circle6,People,Não informado,Especialista,#1773B7,#0CF2DE,#B15009,#E5F393,189,98,[0.17310843 0.08136781]
1622,Matrícula - 1622,1622,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,177,92,[0.16586436 0.09591142]
1623,Matrícula - 1623,1623,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,100,56,[0.16917157 0.11724444]
1624,Matrícula - 1624,1624,no_circle,People,Masculino,Liderança,#FC18FE,#0CF2DE,#D38644,#76042C,35,25,[-0.00188549 -0.23851836]
1625,Matrícula - 1625,1625,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,25,21,[ 0.20981728 -0.19826126]
1626,Matrícula - 1626,1626,circle6,People,Feminino,Liderança,#1773B7,#0CF2DE,#13B40D,#76042C,37,26,[0.23268704 0.05933599]
1627,Matrícula - 1627,1627,no_circle,People,Feminino,Liderança,#FC18FE,#0CF2DE,#13B40D,#76042C,3,10,[ 0.23896807 -0.3922435 ]
1628,Matrícula - 1628,1628,no_circle,People,Feminino,Liderança,#FC18FE,#0CF2DE,#13B40D,#76042C,82,48,[-0.1491534  -0.06611729]
1629,Matrícula - 1629,1629,circle8,People,Feminino,Analista,#B34D94,#0CF2DE,#13B40D,#9C4048,22,19,[-0.20862791  0.01234243]
1630,Matrícula - 1630,1630,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,67,40,[ 0.0115279  -0.14426932]
1631,Matrícula - 1631,1631,no_circle,People,Feminino,Analista,#FC18FE,#0CF2DE,#13B40D,#9C4048,9,13,[ 0.28556833 -0.01883791]
1632,Matrícula - 1632,1632,no_circle,People,Não informado,Analista,#FC18FE,#0CF2DE,#B15009,#9C4048,79,46,[0.20884329 0.08269745]
1633,Matrícula - 1633,1633,no_circle,People,Feminino,Especialista,#FC18FE,#0CF2DE,#13B40D,#E5F393,23,20,[-0.02041297 -0.18630978]
1634,Matrícula - 1634,1634,no_circle,People,Feminino,Especialista,#FC18FE,#0CF2DE,#13B40D,#E5F393,38,27,[-0.06677027 -0.16527443]
1635,Matrícula - 1635,1635,circle5,People,Feminino,Analista,#D9DFF6,#0CF2DE,#13B40D,#9C4048,34,25,[-0.19092257 -0.09585825]
1636,Matrícula - 1636,1636,circle5,People,Feminino,Analista,#D9DFF6,#0CF2DE,#13B40D,#9C4048,77,45,[-0.17571656 -0.05587506]
1637,Matrícula - 1637,1637,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,99,55,[0.20591617 0.05996079]
1638,Matrícula - 1638,1638,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,34,25,[-0.15037823 -0.1022066 ]
1639,Matrícula - 1639,1639,circle6,People,Masculino,Especialista,#1773B7,#0CF2DE,#D38644,#E5F393,78,46,[0.17965007 0.10784913]
1640,Matrícula - 1640,1640,no_circle,People,Feminino,Liderança,#FC18FE,#0CF2DE,#13B40D,#76042C,8,13,[-0.22685933 -0.18655235]
1641,Matrícula - 1641,1641,circle6,Marketing,Feminino,Especialista,#1773B7,#AEEED4,#13B40D,#E5F393,14,16,[ 0.23171699 -0.07647923]
1642,Matrícula - 1642,1642,circle8,Marketing,Feminino,Analista,#B34D94,#AEEED4,#13B40D,#9C4048,28,22,[0.1395009  0.18466505]
1643,Matrícula - 1643,1643,circle6,People,Feminino,Especialista,#1773B7,#0CF2DE,#13B40D,#E5F393,100,56,[0.18523066 0.07455318]
1644,Matrícula - 1644,1644,circle6,People,Masculino,Analista,#1773B7,#0CF2DE,#D38644,#9C4048,69,41,[0.19333798 0.10579734]
1645,Matrícula - 1645,1645,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,56,35,[ 0.19989014 -0.13988999]
